,text,label
392,"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin ",0
393,Sitting here wondering why &quot;ED&quot; still has such a strong hold on me ,0
394,@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!,0
395,"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! ",0
396,@Steve_Buscemi the weather in Canada is freezing ,0
397,twiggassssssss I been out of range all day  I'm back now and hopefully for good.,0
398,@danadearmond ,0
399,anyone who reads this pray for my Grandma. She's in pain ,0
400,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  ",0
401,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.",0
402,@johnnybeane hey! you just changed your default. ,0
403,Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.,0
404,"@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work.",0
405,buttload of homework! ,0
406,needs another copy of visual studio 2008 ,0
407,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in",0
408,omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail ,0
409,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad ",0
410,"@Henkuyinepu yeah, apparently i have really bad taste ",0
411,@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.,0
412,Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..,0
413,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,0
414,@celycarmo i'm sorry I don't understand your last comment ,0
415,@OfficialRandL when is the announcement? i stayed up late last night ,0
416,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???",0
417,ITS NOT ENOUGH TO SAY THAT IMISS U ,0
418,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ,0
419,"@RandomlyNat Jeez, I was just trying to help  Haha.",0
420,@SupaMagg that happened to me saturday night. along with my glittery green lighter! ,0
421,trying to reduce the number of cigarettes in each day! ,0
422,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,0
423,gotta do my cooking assignment  its too hard,0
424,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never ",0
425,"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",0
426,@mamasvan lol - nope! but i did have complete #camerafail ,0
427,@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!,0
428,My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!,0
429,@jillianfish tweet something damn it!  and hang out with me please? ,0
430,@anistorm ,0
431,"I'm SO behind in video games, and everything for that matter. I'm yesterday's news ",0
432,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha",0
433,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! ,0
434,http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ,0
435,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. ,0
436,@B_Barnett I did not really see that coming ,0
437,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. ",0
438,it'll take 3 days for my sister to get her passport ,0
439,@nicolerichie OH MY YES!! i miss ,0
440,Uh oh... I think I am getting sick ,0
441,Good GOD they ruined my belly button!!!  ,0
442,Watching Who Framed Roger Rabbit. Makes me miss Toon Town. ,0
443,"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through ",0
444,running nose + spinning head = not a good combination for a meeting! ,0
445,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence ,0
446,Nasty budget due and my iphone is being sent to Apple today. ,0
447,@Sofii_Noel thatï¿½s bad ,0
448,"Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything",0
449,I'm so upset that I missed my chat and quiz online because my free internet has ceased ,0
450,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! ,0
451,Car show season has started without me ,0
452,my throat is raw. ,0
453,@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real,0
454,@frago I hate you. I didn't need to see that. I need to call my therapist now. ,0
455,Twilight didn't come yesterday  fingers crossed for today,0
456,@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!,0
457,is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for ,0
458,"You know, I was thinking... I need money ",0
459,omg..its jst teusday ,0
460,@ddlovato @David_Henrie ummmmm i cant find it. ,0
461,Just heard that they found Sandra Cantu... She was only 8 yrs old ,0
462,@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...,0
463,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that ,0
464,"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! ",0
465,stuck at home ,0
466,@nomadicmatt mine is 1/10  how do you get it up?,0
467,Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! ,0
468,"@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  ",0
469,"Heading to Altrincham, again! Out of hours install ",0
470,MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx,0
471,@jeffreecuntstar  I don't have a garage.  But you can park in my driveway!,0
472,@lauredhel  What happened?,0
473,"&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue ",0
474,"http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone",0
475,"We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather.  How about you?",0
476,@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. ,0
477,@margaretcho what happened to your show it was the hightlight of my life ,0
478,This is the best leather sofa in the world!  It's in the office though which means I'm still here working ,0
479,Still 3 more days until my Internet gets uncapped ,0
480,"If he doesn't get better in a few days, he could have something lodged in his belly ",0
481,i Love my atekinzz so much. &amp;&amp; i soo miss her.. ,0
482,I wanna sneak into the zoo and play with the kitties ,0
483,@lolitariot oh no  hope you're not getting sick too!,0
484,@alejandralei i dont think i can cause its my cousins birthday party ,0
485,"Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!",0
486,the angel is going to miss the athlete this weekend ,0
487,trust is hard ,0
488,have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend ,0
489,Grr i want to keep reading but if i do i wont have anything left to read ,0
490,"atekinzz, where in the world are you?? ",0
491,@RumLover No! u supposed to be my date ,0
492,"pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats ",0
493,Crap. I need more dresses too. ,0
494,@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. ,0
495,@Brodhe geez ur no fun are you ,0
496,I wanna be in a punk rock band again ,0
497,@jyesmith That's a lot of angst for a Tuesday afternoon ,0
498,I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!,0
499,has a huuuge headache! omg I feel like crap! ,0
500,@Anistorm Sorry ,0
501,@cleders sorry...i was rooting for them too... ,0
502,"Man, that took forever. ",0
503,@shandasaurus  I see.,0
504,I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. ,0
505,"Just got my presentation done, 23 slides done...  I'm crying for this week will be the hardest of all weeks.",0
506,Just lost $160 ,0
507,I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before ,0
508,@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people ,0
509,Going to sound vain... but running out of my fav lip gloss ,0
510,"@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky ",0
511,Why is that when you have time off from work you get sick? ,0
512,@pratama Same iMac came out $320 more in Indonesia than the States. ,0
513,Dammit... I need to stop buying furniture ,0
514,@Miss_Sil no i was half asleep and turned off the laptop after that ,0
515,"Death is peaceful,  life however, bites ",0
516, i think @JonathanRKnight lost the net ? sure hope not,0
517,"http://is.gd/r8Zf,  http://is.gd/r8Zy, and  http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed ",0
518,Such a tough game to watch tonight for State  Finally going to bed after also staying up to watch the season premiere of the Hills!,0
519,Seems jRuby support for hpricot is now two versions behind ,0
520,@JinxCat Unlike my sister...I still don't have one ,0
521,Fraking app store is pissing me off   http://tinyurl.com/c4ooho,0
522,Logging out. I need to study.... ,0
523,anyone else having problems accessing TTB??? I cant get on!!! ,0
524,I strongly dislike people who make stupid comments and dont know the whole story ,0
525,"@emmaketurah  i'm sorry Emma, is swarley a goldfish? i'm sad for u.",0
526,"All my tweets are already gone, aren't they  Missed you guys tonight.",0
527,Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful. ,0
528,"@Snick_the_Dog If Izzy's on the cat tree, she'll stare him down, but if she's on the floor, he chases and she runs. ",0
529,I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that could've happily gone to Boba ,0
530,@HumanOpium pretty much just scary for me ,0
531,@ilovepie mines too... I'm finding it well hard to get fit... ,0
532,"Good morning! Ready 2 go, but I want 2 go back 2 bed ",0
533,hates waiting for mails ,0
534,wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night,0
535,"Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad ",0
536,@JonathanRKnight aw ok goonite....  ,0
537,ill so i cant go to the cinema!! ,0
538,Fell asleep . . . Really didn't mean too  *christina*,0
539,"@KelleyRowe hey, you remember that time we used to be friends?? ;)  ugh. vomit. sick.  i need sleep ",0
540,my lymph nodes are as massive as rahm emanuel's balls right now ,0
541,Oh no my computer sucks. I don't think i'll be able to listen to the Xbox 360 Fancast tonite ,0
542,is missing playing my trumpet ,0
543,My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now ,0
544,@sasii I know exactly how you feel! ,0
545,At work ,0
546,Well bed time now. 1 am. *sighs* Back to 6 am mornings for a week on Wednesday. ,0
547,@hert Jesus Camp? Yeah... ,0
548,"@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow. ",0
549,Turtles are better than my Mac - lasts longer and moves faster ,0
550,I am soaked. This is not pleasant ,0
551,@ginayates Sorry to hear about Maggie.    Thoughts to your mum.,0
552,"@ewarden, you may have to email this one to me  I hope you feel better.",0
553,@miamiiboii dead @ yu gettin on wen im leavin ,0
554,@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL! ,0
555,@phlaimeaux where are you? ,0
556,stupid arranged marriages... i'll convert so you can marry me...love you! ,0
557,"@emilyruppe Well he said that he is a looser, and that is what the show implies ",0
558,Poor Sandra Cantu &amp; the Cantu family! My prayers go out to them! What a sick world we live in. She was only 8 ,0
559,fuck omg  austins always there though man &lt;3 love you,0
560,@nicolerichie I cried so hard when Matthew died ,0
561,sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off ,0
562,@chordsy - why am I the last to find out about these things? Like that you're on the twitter too. ,0
563,@lovebscott absolutely not!! ,0
564,http://twitpic.com/2y3cf - Filled with curry  the true indian in me is coming out,0
565,im soooo cold right now ,0
566,@heidimontag lol I kant believe cam got beat upp sooo embarasssiiiin ,0
567,@JonathanRKnight Good Knight hun! Looking forward to ur tweets again! Hate that i keep missing out on the fun cuz of the time difference ,0
568,Tumblr: This is exactly how it feels wearing a ï¿½tieï¿½  http://tinyurl.com/c8bvqh,0
569,@daniela_95616 hahaa!! i just realized &quot;impune&quot; definitely isnt the word i wanted... dang. i'm so unclever. ,0
570,watching old videos of dance team and such... makes me miss it  ,0
571,Wahh  no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt;3,0
572,Struggling hard with Inventory ,0
573,@ddlovato Do you hate us?? Please don't ,0
574,@ballinbitch haha im not THAT ballin. I still got bills to paaaaay ,0
575,I'm in one of those days when I really just want to work from home.  Crap. ,0
576,@paul_e_wog Wait...is it a game or just episodes? I'm so confused. ,0
577,@carlyw66 HAHA. I cried...  I guess he did....,0
578,I don't get statistics!  Its all a bunch of mumbo jumbo for me.,0
579,"@sloanb Got it, sadly, only works for UK &amp; US at the moment ",0
580,Evicted ,0
581,doesn't enjoy learning CSS. ,0
582,@nachojohnny Brian don't make me fuck u up LOL I replied 2 ur message...did u get my # ? I miss u ,0
583,"@heidimontag I  dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT    I will have to catch a rerun!",0
584,@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather ,0
585,@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!  ,0
586,@daniela_95616 my english professor would be ashamed. ,0
587,[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7,0
588,"Came home from Cross County, Tired as ",0
589,I don't want to walk home in this snow. Who wants to pick me up? ,0
590,"@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!",0
591,is grouchy. and wants bmar ,0
592,"my heart is broken every morning dropping Foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. ",0
593,Not feeling well and back hurts ,0
594,Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now ,0
595,I can't take this heat! It's like an oven in here. I feel sick nwo ,0
596,@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php,0
597,Boredd. Colddd  Internet keeps stuffing up,0
598,"I had a horrible nightmare last night which affected my sleep, now I'm really tired ",0
599,"im lonely  keep me company! 22 female, new york",0
600,@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.,0
601,@birutagme yeah  it was really depressing... stuff like that gets to me,0
602,"@whoisariston No problem, tongue-in-cheek remark.  Lots of acronyms, but no NZ ",0
603,@greggrunberg hey you said matt was gonna go all ballistic... i was disappointed  good ep tho mostly,0
604,ugh horrible ending to the sandra kantu story  prayers go out.,0
605,@danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names,0
606,Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today!  Last night was a travesty ,0
607,@QuanDotCom I miss mine too! ,0
608,@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.,0
609,@nicolerichie Gossip Girl was a repeat ,0
610,@InYourEyes2410 I reckon ,0
611,finding it really hard to use twitter ,0
612,I've been stuck in this house for two days ,0
613,is really sad and doesn't really know y!!??!!! ,0
614,@thousand_miles no ,0
615,"Maybe one of these years I'll get a tax return.  A girl can dream, right?",0
616,"Back at work, tired as hell and i feel a cold coming ",0
617,@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH ,0
618,"@hannahsix cream for his eye and he may have herpes - not ocular herpes, but a different strain.    He's doing okay though.",0
619,gotta repeat  whole art folio cuz old one with a whole terms work got wet ,0
620,I'm ready for the weekend already. It's only Monday. ,0
621,@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ,0
622,"has Finland sleeping for the night, not really enough time ",0
623,@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest ,0
624,Shiner is taking up all my bed and blankets! ,0
625,@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH ,0
626,wants to cry ,0
627,I need to go to the bank tomorrow before I go broke... ,0
628,"This earthquake in italy has me sadden.  it's only three hours away from naples, where my family is ",0
629,"i should be sleeping, i have a stressed out week coming to me. ",0
630,@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks,0
631,has hurt her ankle!! and is going to the dr ,0
632,@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya ,0
633,Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper ,0
634,doing make up shit ,0
635,"Photoshop, I hate it when you crash ",0
636,vacations makes me feel sick! ,0
637,you shouldn't have gone ,0
638,listening to Murd and 9th wonder- just chillen out missing my crazy sex life  ,0
639,"@louie094: shooting!?!! be careful, luisa ",0
640,@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,0
641,is at Beso in Hollywood... so tired ,0
642,"I don't want to wake up early tomorrow.  Damn you, work!",0
643,just finished watching the movie Prayers for Bobby. Broke my heart ,0
644,@syekr is myki really horrible? ,0
645,@stephenkruiser i had 2 put my dog down today too  someone ran her over,0
646,@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! ,0
647,"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops ",0
648,"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! ",0
649,came back from running and took a shower...why does my lower stomach still hurt after exercising? ,0
650,watching Fallon with mom and working on a project...school is hard ,0
651,56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there ,0
652,@stephenkruiser I am so sorry to hear that!  Take care!,0
653,@PaulColes  hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others ,0
654,"@GABBYiSACTiVE brat! You have to rub it in, don't you.... I want a mocha ",0
655,KUTNERRRR!  WHY??? WHY??????  And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...,0
656,@redvinylgirl my mom has it. I wish you the best of luck ,0
657,I so hate homeworks -.- My head hurts so bad ,0
658,got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,0
659,@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,0
660,"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",0
661,sad day: manu out for the season ,0
662,@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,0
663,im sooo sad right now  i need a hug,0
664,"wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him...",0
665,@heidimontag just got done watching the hills! loved it! excited for the next episode! and im sad this is the last season! ,0
666,@ryanmwilson aww that stinks!  *hugs*,0
667,"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse. ",0
668,"i dont want to believe what im reading...buu,so sad ",0
669,Wondering why gamebattles is down ,0
670,White trash vs us... We were outnumbered.  http://twitpic.com/2y3jp,0
671,"@emitstop So true, I have it and don't use it ",0
672,"Spring break is here at last, but no one is here to celebrate ",0
673,Morning! Bah Car won't start.. waiting for the ANWB.... ,0
674,"@katebornstein which is pretty anti memorial tattoos   but for all but the strictest, there's no official BAN, just disapproving family",0
675,"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him  hope he does well in his next venture",0
676,@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,0
677,"I wanna rock a Maxi dress @ Coachella, but lacking funding ",0
678,Of course the baby is screaming in the crib the night before my first day back at work.  So I let him cry it out? Boooo,0
679,"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",0
680,@FollowSavvy I never found her. everytime I click on her twitter thing through your myspace..... it goes to some dude's page ,0
681,@stephenkruiser that's horrible  sorryto hear that.,0
682,@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?,0
683,i thought you would support me on this ,0
684,"augh, eff sarth  i stole some of MIL's nail polish, its pretty! =o",0
685,Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh  G'knight,0
686,The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most ,0
687,@crummyasshole i don't like that they only had him in the first movie  cillian murphy is hot ,0
688,wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness  ),0
689,not feeling v good abt myself ,0
690,i just got a text from sarah ,0
691,Another day at centre point - this time an early start so guessing train will be rammed with commuters ,0
692,"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash ",0
693,"@d_castillo ugh, that's disconcerting ",0
694,@Devinthedude007 actually the whole site has finally been taken over by those damn russians ,0
695,MY TWEETS ARENT GOING THROUGH ,0
696,"Just finished a delicious breakfast, my last in Paris  I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US.",0
697,"iLearn is down and out, great considering finals are this week... ",0
698,@Carmonium i'm stressed outttt ,0
699,Also I shouldve Bern asleep an hour ago ,0
700,trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,0
701,Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,0
702,I want to be back in LA ,0
703,@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,0
704,@lilbucknuts41 not an option ,0
705,@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. ,0
706,@thestar_rage I want one too    is the branch in MidV open too?,0
707,"@daNanner aw, sorry to hear that. ",0
708,"Change of plans, we ordered Macs instead. Time to hit the books! ",0
709,@polhillian YUP. ,0
710,@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK ,0
711,"@tim_grainger nah, I haven't received my stimulus yet ",0
712,@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak ,0
713,@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago ,0
714,"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",0
715,cant sleep but im still feelin like a piece of shit ,0
716,@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,0
717,@josephheustess ...well there was this really cool part where... i wont spoil it ,0
718,@limbecky I'm doing the time warp without you and am sad. ,0
719,"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",0
720,I hate converting movies just to put em on my itouch ,0
721,gross i have a pimple ,0
722,@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,0
723,one less follower tonight ,0
724,@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,0
725,I feel like I am the only &quot;twitterer&quot; not on TweetDeck. ,0
726,@Wyldceltic1 He has Karate tournament in 8 weeks  ,0
727,going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! ,0
728,North carolina baby!! Aint nothin stopping them but the nba draft ,0
729,Can't sleep again ,0
730,"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",0
731,is going to have a late one at MQU today ,0
732,im so tired of work...i need a life.... ,0
733,"just leavin work, my feet hurt ",0
734,@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.,0
735,Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... ,0
736,Still doing my homework!!! ,0
737,A little sad ,0
738,@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me ,0
739,should've been asleep two hours ago ,0
740,@stephenkruiser So sorry to hear about your dog. ,0
741,"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty ",0
742,"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",0
743,im on val's mac in iitsc clubroom. still sweating ,0
744,@stephenkruiser awww so sad!!!  I'm so sorry!!,0
745,UpdatingFFE.  That gives me nothing to do for a good twenty minutes!,0
746,"Hot compress not rily workng for pulled muscle  gng to bed, good night",0
747,Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it! ,0
748,@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,0
749,@hellivina I miss 'em too. ,0
750,"@misstoriblack cool , i have no tweet apps  for my razr 2",0
751,I'm off too bed. I gotta wake up hella early tomorrow morning. ,0
752,still procrastinating... i hate organizing my clothes  there's just so much....,0
753,"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did ",0
754,@latroneb oh but there's one bestie missing ,0
755,"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",0
756,I'm up way to late to be working for a client 12:10 AM  #fb,0
757,blegghhhh i have to go to work ,0
758,Back at work  @ John Muir Dr http://loopt.us/KoqAbg,0
759,@DAChesterFrench I emailed you yesterday and u never responded ,0
760,It's going to be a long year for A's fans. ,0
761,Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,0
762,Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  ,0
763,Sleep time.  Tomorrow is gonna suck ,0
764,WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,0
765,@AmberPacific i know i dont know why i said that ,0
766,CASH RULES EVERYTHING AROUND ME ,0
767,Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night ,0
768,i feel sick  too much icecream,0
769,@faithgg45  this computer doesn't have shockwave...blah  no account yet,0
770,@RubyRose1 awww wish i could go! but its in sydney ,0
771,@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,0
772,"I just can't spell today, i totally suck ",0
773,are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing ,0
774,@ school  at least last day!!!!!!,0
775,Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,0
776,i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,0
777,@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. ,0
778,Back to work. I get to spend the next 8 hours alone in the dispatch room ,0
779,"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky ",0
780,"Well, so much for being productive on my 2 days off from Angels ",0
781,@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?,0
782,@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know ,0
783,@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it ,0
784,heartbroken over little sandra. prayers are with the family. ,0
785,"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",0
786,@shortiethug how come ur background covers the screen but mine is in the corner? ,0
787,"Wrote exactly three lines of dialogue tonight, then gave up. ",0
788,@ashman01 My only complaint about Facebook is they've changed it so much it's confusing ,0
789,Sliced my finger ,0
790,going thru town and traffic on bypass is stink ,0
791,Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ,0
792,I hate when software update downloads updates without telling me. I never know what's downloading when it is ,0
793,went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,0
794,The internet is hating me. Night i s'pose. ,0
795,@contactabe I'm so jealous.  I missed all of opening day this year ,0
796,It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!,0
797,"Debating if I should just shower now, so I can sleep a little later tomorrow ",0
798,My stress always culminates with physical pain.  ,0
799,need to sleep. but cant ,0
800,I LOVE @Health4UandPets u guys r the best!! ,1
801,im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!,1
802,"@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. ",1
803,"Being sick can be really cheap when it hurts too much to eat real food  Plus, your friends make you soup",1
804,@LovesBrooklyn2 he has that effect on everyone ,1
